,Car,Colour,Price,Links
584,2022 Ford F-150,STAR WHITE METALLIC TRI-COAT,"$87,050",https://www.carpages.ca/new-cars/manitoba/swan-river/2022-ford-f-150-8316654/
585,2022 Toyota Corolla,Black,"$41,947",https://www.carpages.ca/used-cars/british-columbia/surrey/2022-toyota-corolla-8316210/
586,2022 Ford F-150,Carbonized Grey Metallic,"$67,115",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8316132/
587,2015 Ford C MAX,White,"$13,900",https://www.carpages.ca/used-cars/alberta/calgary/2015-ford-c-max-8316006/
588,2020 Ford Escape,DARK PERSIAN GREEN METALLIC,"$45,149",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2020-ford-escape-8315760/
589,2020 Ford Escape,Agate Black,"$47,999",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2020-ford-escape-8315721/
590,2022 Ford F-150,Agate Black,"$68,020",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8315715/
591,2017 Ford Fusion,Silver,"$25,995",https://www.carpages.ca/used-cars/ontario/ottawa/2017-ford-fusion-8315619/
592,2016 Toyota Prius v,Black,"$29,990",https://www.carpages.ca/used-cars/ontario/north-york/2016-toyota-prius-v-8315550/
593,2022 Ford F-150,STAR WHITE MET TRI-COAT,"$99,405",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8315472/
594,2019 Chrysler Pacifica,Blue,"$50,495",https://www.carpages.ca/used-cars/ontario/belleville/2019-chrysler-pacifica-8314746/
595,2017 Toyota Prius c,Silver,"$23,777",https://www.carpages.ca/used-cars/ontario/oakville/2017-toyota-prius-c-8314383/
596,2022 Ford F-150,Agate Black,"$98,235",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8314239/
597,2022 Ford MACH-E,Grabber Blue Metallic,"$92,880",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-mach-e-8314179/
598,2022 Ford Escape,Agate Black,"$45,094",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-escape-8314107/
599,2022 Ford F-150,Blue,"$99,805",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8314074/
600,2022 Ford F-150,Black,"$100,155",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8314071/
601,2022 Ford F-150,White,"$100,355",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8314062/
602,2022 RAM 1500,Bright White,"$57,430",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8313810/
603,2022 RAM 1500,Bright White,"$57,430",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8313807/
604,2021 Land Rover Range Rover,Fuji White,"$115,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-land-rover-range-rover-8313690/
605,2021 RAM 1500,Diamond Black Crystal Pearl Coat,"$63,800",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ram-1500-8313531/
606,2022 Hyundai Tucson,Deep Sea Blue,"$41,999",https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-8313357/
607,2022 Jeep Wrangler,Black,"$83,950",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8313111/
608,2021 Mercedes-Benz GLE,Obsidian Black Met,"$114,999",https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-8313048/
609,2012 Hyundai Sonata,Silver,"$3,490",https://www.carpages.ca/used-cars/nova-scotia/halifax/2012-hyundai-sonata-8312946/
610,2013 Ford F-150,Grey,"$13,999",https://www.carpages.ca/used-cars/ontario/peterborough/2013-ford-f-150-8312709/
611,2022 Ford F-150,Agate Black Metallic,"$78,100",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8312577/
612,2022 Jeep Grand Wagoneer,Grey,"$91,475",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-grand-wagoneer-8311194/
613,2022 Porsche Panamera,,"$161,765",https://www.carpages.ca/new-cars/alberta/edmonton/2022-porsche-panamera-8311131/
614,2022 Jeep Wrangler,,"$68,270",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2022-jeep-wrangler-8311026/
615,2022 Ford F-150,ICONIC SILVER,"$80,005",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8310735/
616,2022 Ford F-150,Agate Black,"$80,905",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8310678/
617,2022 Ford Escape,Oxford White,"$41,844",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-escape-8310672/
618,2022 Ford F-150,STAR WHITE MET TRI-COAT,"$91,415",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8310624/
619,2022 Ford Escape,ICONIC SILVER,"$41,244",https://www.carpages.ca/new-cars/ontario/listowel/2022-ford-escape-8310579/
620,2018 Tesla Model 3,Grey,"$54,000",https://www.carpages.ca/used-cars/ontario/ottawa/2018-tesla-model-3-8310339/
621,2014 Kia Optima,Silver,"$11,995",https://www.carpages.ca/used-cars/ontario/oshawa/2014-kia-optima-8310132/
622,2022 Ford F-150,White,"$100,355",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8308833/
623,2022 Ford F-150,White,"$100,355",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8308830/
624,2022 Ford F-150,Black,"$99,805",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-f-150-8308821/
625,2019 RAM 1500,Black,"$61,998",https://www.carpages.ca/used-cars/ontario/bolton/2019-ram-1500-8308383/
626,2022 Volvo XC60,Thunder Grey Metallic,"$83,995",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8308269/
627,2022 Volvo XC60,Ice White,"$83,095",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8308257/
628,2022 Tesla Model Y,Pearl White Multi-Coat,"$104,888",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8306511/
629,2022 Hyundai Tucson,Red,"$45,459",https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-tucson-8306013/
630,2022 Tesla Model Y,Pearl White Multi-Coat,"$99,992",https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-y-8303811/
631,2022 RAM 1500,Bright White,"$57,430",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8303295/
632,2022 RAM 1500,Bright White,"$57,430",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8303289/
633,2020 Audi Q7,Orca Black,"$80,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-audi-q7-8303199/
634,2015 Subaru XV Crosstrek,Blue,"$27,495",https://www.carpages.ca/used-cars/british-columbia/surrey/2015-subaru-xv-crosstrek-8303025/
635,2015 Subaru XV Crosstrek,Blue,"$27,495",https://www.carpages.ca/used-cars/british-columbia/surrey/2015-subaru-xv-crosstrek-8303022/
636,2020 Land Rover Defender,Silver,"$97,980",https://www.carpages.ca/used-cars/ontario/oakville/2020-land-rover-defender-8302590/
637,2016 Lincoln MKZ,Grey,"$23,888",https://www.carpages.ca/used-cars/british-columbia/surrey/2016-lincoln-mkz-8300754/
638,2019 Chevrolet Bolt,Grey,"$43,888",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2019-chevrolet-bolt-8298423/
639,2022 Ford Explorer,STAR WHITE METALLIC,"$59,094",https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2022-ford-explorer-8298372/
640,2020 Ford Fusion,Blue,"$27,975",https://www.carpages.ca/used-cars/nova-scotia/yarmouth/2020-ford-fusion-8297658/
641,2022 Ford Mustang MACH-E,White,"$74,840",https://www.carpages.ca/new-cars/alberta/peace-river/2022-ford-mustang-mach-e-8297121/
642,2021 Tesla Model Y,White,"$92,492",https://www.carpages.ca/used-cars/alberta/edmonton/2021-tesla-model-y-8296935/
643,2013 Lexus GS 450H HYBRID,Silver,"$21,999",https://www.carpages.ca/used-cars/ontario/toronto/2013-lexus-gs-450h-hybrid-8296734/
644,2017 Chrysler Pacifica,Maroon,"$42,989",https://www.carpages.ca/used-cars/ontario/st-thomas/2017-chrysler-pacifica-8296653/
645,2022 Polestar 2,Black,"$65,950",https://www.carpages.ca/used-cars/ontario/oakville/2022-polestar-2-8296629/
646,2022 Tesla Model 3,White,"$69,700",https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-3-8296344/
647,2022 Tesla Model Y,White,"$98,700",https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8296341/
648,2021 Tesla Model 3,White,"$71,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-3-8296338/
649,2017 GMC Sierra 1500,White,"$39,749",https://www.carpages.ca/used-cars/ontario/peterborough/2017-gmc-sierra-1500-8294928/
650,2020 Ford Fusion,Blue,"$27,975",https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2020-ford-fusion-8294865/
651,2022 Ford Escape,Carbonized Grey Metallic,"$45,594",https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-ford-escape-8294790/
652,2022 Volvo XC60,Onyx Black,"$85,395",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-xc60-8292834/
653,2022 Volvo C40 Recharge Pure Elect...,FJORD BLUE,"$82,005",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-c40-recharge-pure-electric-8292828/
654,2022 Ford Escape,Carbonized Grey Metallic,"$45,594",https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-ford-escape-8289867/
655,2016 Volvo XC90,White,"$39,995",https://www.carpages.ca/used-cars/alberta/calgary/2016-volvo-xc90-8288988/
656,2021 Tesla Model Y,Blue,"$76,486",https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2021-tesla-model-y-8288739/
657,2021 RAM 1500,,"$79,899",https://www.carpages.ca/used-cars/alberta/peace-river/2021-ram-1500-8287704/
658,2022 Volvo XC60,Onyx Black,"$97,170",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-volvo-xc60-8287515/
659,2013 Audi Q5,White,"$24,995",https://www.carpages.ca/used-cars/ontario/brampton/2013-audi-q5-8286975/
660,2020 Ford Fusion,Blue,"$31,995",https://www.carpages.ca/used-cars/ontario/cambridge/2020-ford-fusion-8284482/
661,2018 GMC Yukon,Black,"$62,999",https://www.carpages.ca/used-cars/manitoba/brandon/2018-gmc-yukon-8284089/
662,2021 RAM 1500,White,"$84,799",https://www.carpages.ca/used-cars/british-columbia/surrey/2021-ram-1500-8282217/
663,2022 Kia Sorento,Grey,"$69,998",https://www.carpages.ca/new-cars/alberta/edmonton/2022-kia-sorento-8282130/
664,2020 Kia NIRO,White,"$33,998",https://www.carpages.ca/new-cars/alberta/edmonton/2020-kia-niro-8282121/
665,2022 Jeep Wrangler,Grey,"$50,920",https://www.carpages.ca/new-cars/alberta/peace-river/2022-jeep-wrangler-8282040/
666,2014 Kia Optima,Black,"$14,822",https://www.carpages.ca/used-cars/alberta/edmonton/2014-kia-optima-8282007/
667,2019 Lexus UX,White,"$36,995",https://www.carpages.ca/used-cars/ontario/waterloo/2019-lexus-ux-8280867/
668,2016 Kia Soul EV,White,"$24,499",https://www.carpages.ca/used-cars/ontario/aylmer/2016-kia-soul-ev-8280795/
669,2022 Ford F-150,Oxford White,"$80,005",https://www.carpages.ca/new-cars/new-brunswick/woodstock/2022-ford-f-150-8280033/
670,2021 Toyota Sienna,,"$62,975",https://www.carpages.ca/used-cars/ontario/mississauga/2021-toyota-sienna-8279586/
671,2022 Jeep Wrangler,Sting-Grey,"$53,529",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-wrangler-8279454/
672,2021 Mercedes-Benz S-Class,Obsidian Black Met,"$145,999",https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-s-class-8278986/
673,2019 Ford F-150,White,"$62,988",https://www.carpages.ca/used-cars/ontario/peterborough/2019-ford-f-150-8278395/
674,2022 Jeep Wrangler,Granite Crystal Metallic,"$69,568",https://www.carpages.ca/new-cars/saskatchewan/weyburn/2022-jeep-wrangler-8278239/
675,2021 Tesla Model 3,Pearl White Multi-Coat,"$66,995",https://www.carpages.ca/used-cars/ontario/north-york/2021-tesla-model-3-8277120/
676,2021 Jeep Wrangler,Green,"$68,797",https://www.carpages.ca/used-cars/british-columbia/surrey/2021-jeep-wrangler-8277063/
677,2022 RAM 1500,,"$88,075",https://www.carpages.ca/new-cars/alberta/peace-river/2022-ram-1500-8276883/
678,2022 Ford MAVERICK,Cactus Grey,"$35,875",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-maverick-8276214/
679,2022 Ford MAVERICK,Carbonized Grey Metallic,"$36,570",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-maverick-8276211/
680,2016 Toyota RAV4,Silver,"$24,990",https://www.carpages.ca/used-cars/ontario/toronto/2016-toyota-rav4-8275716/
681,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$62,680",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8275023/
682,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$90,130",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8270304/
683,2022 RAM 1500,Ivory White Tri-Coat Pearlcoat,"$90,185",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8270298/
684,2022 RAM 1500,Patriot Blue Pearl,"$90,634",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-8270094/
685,2022 Ford F-150,Oxford White,"$81,345",https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-8269701/
686,2021 Jeep Wrangler,Black,"$60,995",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-jeep-wrangler-8269572/
687,2022 Jeep Grand Wagoneer,Silver Zynith,"$90,230",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8267199/
688,2020 Lincoln Aviator,Black,"$79,994",https://www.carpages.ca/used-cars/ontario/thornhill/2020-lincoln-aviator-8266755/
689,2020 Mercedes-Benz GLE,,"$79,886",https://www.carpages.ca/used-cars/newfoundland-and-labrador/st-john-s/2020-mercedes-benz-gle-8265888/
690,2022 Ford F-150,Atlas Blue Metallic,"$65,765",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8265741/
691,2021 Ford F-150,Antimatter Blue Metallic,"$89,987",https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2021-ford-f-150-8265576/
692,2018 BMW 5 Series,Black,"$49,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2018-bmw-5-series-8265516/
693,2018 Ford Fusion,,"$32,888",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2018-ford-fusion-8265189/
694,2022 RAM 1500,Black,"$79,955",https://www.carpages.ca/new-cars/alberta/peace-river/2022-ram-1500-8264370/
695,2014 Toyota Prius,,"$19,995",https://www.carpages.ca/used-cars/alberta/edmonton/2014-toyota-prius-8264295/
696,2015 Toyota Highlander Hybrid,Burgundy,"$25,999",https://www.carpages.ca/used-cars/ontario/north-york/2015-toyota-highlander-hybrid-8262276/
697,2019 Lexus UX,Grey,"$39,995",https://www.carpages.ca/used-cars/ontario/goderich/2019-lexus-ux-8261070/
698,2017 Ford F-150,Black,"$39,688",https://www.carpages.ca/used-cars/ontario/peterborough/2017-ford-f-150-8260470/
699,2016 Ford Fusion,Grey,"$27,995",https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2016-ford-fusion-8258607/
700,2021 Tesla Model Y,Blue,"$79,998",https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-y-8257305/
701,2022 Jeep Grand Wagoneer,Baltic Grey Metallic,"$95,084",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-grand-wagoneer-8256520/
702,2019 Chrysler Pacifica,White,"$49,988",https://www.carpages.ca/used-cars/ontario/guelph/2019-chrysler-pacifica-8256512/
703,2022 Jeep Wrangler,Bright White,"$68,906",https://www.carpages.ca/new-cars/ontario/bracebridge/2022-jeep-wrangler-8255898/
704,2021 Toyota Prius,Grey,"$44,497",https://www.carpages.ca/used-cars/british-columbia/richmond/2021-toyota-prius-8255822/
705,2022 RAM 1500,,"$74,320",https://www.carpages.ca/new-cars/alberta/peace-river/2022-ram-1500-8255629/
706,2022 Tesla Model Y,White,"$92,999",https://www.carpages.ca/used-cars/ontario/ottawa/2022-tesla-model-y-8255229/
707,2017 Hyundai IONIQ,Black,"$31,900",https://www.carpages.ca/used-cars/ontario/guelph/2017-hyundai-ioniq-8255001/
708,2021 Jeep Wrangler,FIRECRACKER RED,"$59,999",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-jeep-wrangler-8254888/
709,2021 Ford Mustang MACH-E,Blue,"$75,467",https://www.carpages.ca/used-cars/saskatchewan/regina/2021-ford-mustang-mach-e-8254628/
710,2019 Toyota Camry,White,"$36,977",https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2019-toyota-camry-8254589/
711,2022 Ford F-150,Carbonized Grey,"$78,295",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8254422/
712,2016 Nissan Leaf,Gun Metallic,"$17,999",https://www.carpages.ca/used-cars/ontario/sudbury/2016-nissan-leaf-8254418/
713,2017 Toyota RAV4,Gray,"$30,504",https://www.carpages.ca/used-cars/ontario/sudbury/2017-toyota-rav4-8254280/
714,2022 Jeep Grand Cherokee,Baltic Grey Metallic Clear Coa,"$90,230",https://www.carpages.ca/new-cars/ontario/listowel/2022-jeep-grand-cherokee-8254086/
715,2022 Jeep Grand Wagoneer,Gray,"$98,465",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-grand-wagoneer-8252400/
716,2022 Jeep Wrangler,Green,"$76,650",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8252391/
717,2022 Jeep Wrangler,Black,"$70,895",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8252382/
718,2022 RAM 1500,Ivory White Tri-Coat Pearlcoat,"$90,185",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8251257/
719,2022 Jeep Wrangler,Snazzberry Pearlcoat,"$54,820",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8251254/
720,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$90,130",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8251242/
721,2021 Jaguar F-PACE,,"$96,995",https://www.carpages.ca/used-cars/alberta/edmonton/2021-jaguar-f-pace-8249724/
722,2022 Tesla Model 3,White,"$68,999",https://www.carpages.ca/used-cars/ontario/london/2022-tesla-model-3-8249052/
723,2022 Jeep Grand Wagoneer,Diamond Black Crystal P/C,"$95,084",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-grand-wagoneer-8248269/
724,2018 Toyota Camry,Black,"$29,995",https://www.carpages.ca/used-cars/ontario/guelph/2018-toyota-camry-8248251/
725,2021 Hyundai Sonata,Hampton Gray,"$44,998",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-hyundai-sonata-8246874/
726,2022 Chrysler Pacifica,Velvet Red Pearl Coat,"$69,180",https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-chrysler-pacifica-8246823/
727,2019 Ford Fusion,,"$28,396",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2019-ford-fusion-8246769/
728,2018 Toyota Camry,White,"$31,448",https://www.carpages.ca/used-cars/alberta/edmonton/2018-toyota-camry-8245749/
729,2021 Land Rover Defender,Green,"$114,995",https://www.carpages.ca/used-cars/alberta/edmonton/2021-land-rover-defender-8245635/
730,2017 Toyota RAV4,Gray,"$31,999",https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-rav4-8244831/
731,2022 Jeep Grand Wagoneer,Black,"$97,470",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-grand-wagoneer-8241048/
732,2018 Toyota Camry,Blue,"$34,488",https://www.carpages.ca/used-cars/ontario/kitchener/2018-toyota-camry-8240100/
733,2016 Toyota Camry,Silver,"$26,990",https://www.carpages.ca/used-cars/ontario/toronto/2016-toyota-camry-8240079/
734,2022 Jeep Grand Wagoneer,Luxury White Pearl,"$91,725",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8238975/
735,2017 Ford Focus,Blue,"$20,898",https://www.carpages.ca/used-cars/ontario/brampton/2017-ford-focus-8236533/
736,2022 Mazda MX-3,,"$43,999",https://www.carpages.ca/used-cars/ontario/ottawa/2022-mazda-mx-3-8235381/
737,2012 Honda Civic,Gray,"$12,988",https://www.carpages.ca/used-cars/alberta/calgary/2012-honda-civic-8235165/
738,2022 Ford Escape,Carbonized Grey Metallic,"$40,846",https://www.carpages.ca/new-cars/ontario/oakville/2022-ford-escape-8232282/
739,2018 Toyota RAV4,Grey,"$37,988",https://www.carpages.ca/used-cars/alberta/edmonton/2018-toyota-rav4-8231007/
